datetime,USAGE_KWH,DAY_OF_WEEK,HOUR_OF_DAY,VISIBILITY,TEMP_F,TEMP_C,RELATIVE_HUMIDITY
1/2/2016 7:45:00,8.669,5,7,10,41,4.8,68
1/2/2016 8:00:00,8.784,5,8,10,41,4.8,68
1/2/2016 8:15:00,8.774,5,8,10,41,4.8,68
1/2/2016 8:30:00,8.592,5,8,10,41,4.8,68
1/2/2016 8:45:00,8.717,5,8,10,41,4.8,68
1/2/2016 9:00:00,8.813,5,9,10,42,5.4,63
1/2/2016 9:15:00,8.582,5,9,10,42,5.4,63
1/2/2016 9:30:00,8.65,5,9,10,42,5.4,63
1/2/2016 9:45:00,9.13,5,9,10,42,5.4,63
1/2/2016 10:00:00,8.707,5,10,10,41,5,54
1/2/2016 10:15:00,8.851,5,10,10,41,5,54
1/2/2016 10:30:00,8.573,5,10,10,41,5,54
1/2/2016 10:45:00,8.678,5,10,10,41,5,54
1/2/2016 11:00:00,8.582,5,11,10,41,5.1,50
1/2/2016 11:15:00,9.024,5,11,10,41,5.1,50
1/2/2016 11:30:00,10.886,5,11,10,41,5.1,50
1/2/2016 11:45:00,11.885,5,11,10,41,5.1,50
1/2/2016 12:00:00,11.242,5,12,10,42,5.3,52
1/2/2016 12:15:00,11.347,5,12,10,42,5.3,52
1/2/2016 12:30:00,10.877,5,12,10,42,5.3,52
1/2/2016 12:45:00,11.242,5,12,10,42,5.3,52
1/2/2016 13:00:00,10.138,5,13,10,42,5.4,59
1/2/2016 13:15:00,9.6,5,13,10,42,5.4,59
1/2/2016 13:30:00,9.168,5,13,10,42,5.4,59
1/2/2016 13:45:00,9.149,5,13,10,42,5.4,59
1/2/2016 14:00:00,8.957,5,14,10,43,6.1,50
1/2/2016 14:15:00,8.938,5,14,10,43,6.1,50
1/2/2016 14:30:00,9.235,5,14,10,43,6.1,50
1/2/2016 14:45:00,8.928,5,14,10,43,6.1,50
1/2/2016 15:00:00,8.736,5,15,10,42,5.6,50
1/2/2016 15:15:00,8.506,5,15,10,42,5.6,50
1/2/2016 15:30:00,8.822,5,15,10,42,5.6,50
1/2/2016 15:45:00,8.928,5,15,10,42,5.6,50
1/2/2016 16:00:00,8.669,5,16,10,43,5.8,52
1/2/2016 16:15:00,8.621,5,16,10,43,5.8,52
1/2/2016 16:30:00,8.88,5,16,10,43,5.8,52
1/2/2016 16:45:00,8.794,5,16,10,43,5.8,52
1/2/2016 17:00:00,8.938,5,17,10,42,5.3,52
1/2/2016 17:15:00,9.245,5,17,10,42,5.3,52
1/2/2016 17:30:00,8.707,5,17,10,42,5.3,52
1/2/2016 17:45:00,8.707,5,17,10,42,5.3,52
1/2/2016 18:00:00,9.11,5,18,10,42,5.2,56
1/2/2016 18:15:00,8.688,5,18,10,42,5.2,56
1/2/2016 18:30:00,8.909,5,18,10,42,5.2,56
1/2/2016 18:45:00,8.755,5,18,10,42,5.2,56
1/2/2016 19:00:00,9.178,5,19,10,42,5.4,63
1/2/2016 19:15:00,9.043,5,19,10,42,5.4,63
1/2/2016 19:30:00,9.187,5,19,10,42,5.4,63
1/2/2016 19:45:00,8.794,5,19,10,42,5.4,63
1/2/2016 20:00:00,8.813,5,20,10,42,5.5,71
1/2/2016 20:15:00,8.707,5,20,10,42,5.5,71
1/2/2016 20:30:00,8.592,5,20,10,42,5.5,71
1/2/2016 20:45:00,9.014,5,20,10,42,5.5,71
1/2/2016 21:00:00,8.678,5,21,10,42,5.5,71
1/2/2016 21:15:00,8.755,5,21,10,42,5.5,71
1/2/2016 21:30:00,9.053,5,21,10,42,5.5,71
1/2/2016 21:45:00,8.765,5,21,10,42,5.5,71
1/2/2016 22:00:00,9.034,5,22,10,42,5.7,74
1/2/2016 22:15:00,8.813,5,22,10,42,5.7,74
1/2/2016 22:30:00,8.803,5,22,10,42,5.7,74
1/2/2016 22:45:00,8.851,5,22,10,42,5.7,74
1/2/2016 23:00:00,8.63,5,23,10,42,5.4,77
1/2/2016 23:15:00,9.005,5,23,10,42,5.4,77
1/2/2016 23:30:00,8.688,5,23,10,42,5.4,77
1/2/2016 23:45:00,8.621,5,23,10,42,5.4,77
1/3/2016 0:00:00,8.851,6,0,10,42,5.7,80
1/3/2016 0:15:00,8.87,6,0,10,42,5.7,80
1/3/2016 0:30:00,8.717,6,0,10,42,5.7,80
1/3/2016 0:45:00,8.87,6,0,10,42,5.7,80
1/3/2016 1:00:00,8.986,6,1,10,42,5.6,86
1/3/2016 1:15:00,9.005,6,1,10,42,5.6,86
1/3/2016 1:30:00,8.736,6,1,10,42,5.6,86
1/3/2016 1:45:00,8.621,6,1,10,42,5.6,86
1/3/2016 2:00:00,8.813,6,2,10,42,5.6,93
1/3/2016 2:15:00,8.918,6,2,10,42,5.6,93
1/3/2016 2:30:00,9.072,6,2,10,42,5.6,93
1/3/2016 2:45:00,9.053,6,2,10,42,5.6,93
1/3/2016 3:00:00,8.87,6,3,10,42,5.6,93
1/3/2016 3:15:00,8.765,6,3,10,42,5.6,93
1/3/2016 3:30:00,8.688,6,3,10,42,5.6,93
1/3/2016 3:45:00,8.746,6,3,10,42,5.6,93
1/3/2016 4:00:00,8.861,6,4,10,42,5.6,86
1/3/2016 4:15:00,8.746,6,4,10,42,5.6,86
1/3/2016 4:30:00,8.842,6,4,10,42,5.6,86
1/3/2016 4:45:00,8.592,6,4,10,42,5.6,86
1/3/2016 5:00:00,9.053,6,5,10,41,5.1,86
1/3/2016 5:15:00,8.794,6,5,10,41,5.1,86
1/3/2016 5:30:00,8.851,6,5,10,41,5.1,86
1/3/2016 5:45:00,8.534,6,5,10,41,5.1,86
1/3/2016 6:00:00,8.803,6,6,10,42,5.3,89
1/3/2016 6:15:00,8.678,6,6,10,42,5.3,89
1/3/2016 6:30:00,8.678,6,6,10,42,5.3,89
1/3/2016 6:45:00,8.976,6,6,10,42,5.3,89
1/3/2016 7:00:00,8.736,6,7,10,42,5.6,86
1/3/2016 7:15:00,8.966,6,7,10,42,5.6,86
1/3/2016 7:30:00,8.813,6,7,10,42,5.6,86
1/3/2016 7:45:00,8.794,6,7,10,42,5.6,86
1/3/2016 8:00:00,8.63,6,8,10,43,6.2,86
1/3/2016 8:15:00,8.774,6,8,10,43,6.2,86
1/3/2016 8:30:00,8.813,6,8,10,43,6.2,86
1/3/2016 8:45:00,8.726,6,8,10,43,6.2,86
1/3/2016 9:00:00,8.669,6,9,10,46,7.6,71
1/3/2016 9:15:00,8.525,6,9,10,46,7.6,71
1/3/2016 9:30:00,8.515,6,9,10,46,7.6,71
1/3/2016 9:45:00,9.149,6,9,10,46,7.6,71
1/3/2016 10:00:00,8.957,6,10,10,46,7.5,55
1/3/2016 10:15:00,8.88,6,10,10,46,7.5,55
1/3/2016 10:30:00,8.659,6,10,10,46,7.5,55
1/3/2016 10:45:00,8.976,6,10,10,46,7.5,55
1/3/2016 11:00:00,8.89,6,11,10,45,7.2,47
1/3/2016 11:15:00,8.688,6,11,10,45,7.2,47
1/3/2016 11:30:00,8.688,6,11,10,46,7.9,45
1/3/2016 11:45:00,9.168,6,11,10,46,7.9,45
1/3/2016 12:00:00,8.544,6,12,10,48,8.9,46
1/3/2016 12:15:00,8.909,6,12,10,48,8.9,46
1/3/2016 12:30:00,9.216,6,12,10,48,8.9,46
1/3/2016 12:45:00,8.832,6,12,10,48,8.9,46
1/3/2016 13:00:00,8.755,6,13,10,49,9.1,44
1/3/2016 13:15:00,9.091,6,13,10,49,9.1,44
1/3/2016 13:30:00,8.995,6,13,10,49,9.1,44
1/3/2016 13:45:00,8.765,6,13,10,49,9.1,44
1/3/2016 14:00:00,8.851,6,14,10,50,9.9,43
1/3/2016 14:15:00,9.427,6,14,10,50,9.9,43
1/3/2016 14:30:00,8.995,6,14,10,50,9.9,43
1/3/2016 14:45:00,8.976,6,14,10,50,9.9,43
1/3/2016 15:00:00,9.139,6,15,10,50,10.1,44
1/3/2016 15:15:00,9.187,6,15,10,50,10.1,44
1/3/2016 15:30:00,8.794,6,15,10,50,10.1,44
1/3/2016 15:45:00,9.005,6,15,10,50,10.1,44
1/3/2016 16:00:00,9.35,6,16,10,50,10,48
1/3/2016 16:15:00,9.389,6,16,10,50,10,48
1/3/2016 16:30:00,8.986,6,16,10,50,10,48
1/3/2016 16:45:00,9.082,6,16,10,50,10,48
1/3/2016 17:00:00,9.178,6,17,10,48,8.7,57
1/3/2016 17:15:00,9.331,6,17,10,48,8.7,57
1/3/2016 17:30:00,8.832,6,17,10,48,8.7,57
1/3/2016 17:45:00,9.005,6,17,10,48,8.7,57
1/3/2016 18:00:00,9.398,6,18,10,46,8,59
1/3/2016 18:15:00,9.053,6,18,10,46,8,59
1/3/2016 18:30:00,8.822,6,18,10,46,8,59
1/3/2016 18:45:00,9.36,6,18,10,46,8,59
1/3/2016 19:00:00,8.928,6,19,10,45,7.4,59
1/3/2016 19:15:00,8.813,6,19,10,45,7.4,59
1/3/2016 19:30:00,9.514,6,19,10,45,7.4,59
1/3/2016 19:45:00,9.149,6,19,10,45,7.4,59
1/3/2016 20:00:00,8.755,6,20,10,44,6.9,64
1/3/2016 20:15:00,8.851,6,20,10,44,6.9,64
1/3/2016 20:30:00,9.12,6,20,10,44,6.9,64
1/3/2016 20:45:00,8.765,6,20,10,44,6.9,64
1/3/2016 21:00:00,8.765,6,21,10,43,6.2,61
1/3/2016 21:15:00,9.293,6,21,10,43,6.2,61
1/3/2016 21:30:00,8.736,6,21,10,43,6.2,61
1/3/2016 21:45:00,9.091,6,21,10,43,6.2,61
1/3/2016 22:00:00,8.822,6,22,10,41,5.1,61
1/3/2016 22:15:00,9.043,6,22,10,41,5.1,61
1/3/2016 22:30:00,8.63,6,22,10,41,5.1,61
1/3/2016 22:45:00,8.803,6,22,10,41,5.1,61
1/3/2016 23:00:00,8.851,6,23,10,40,4.3,63
1/3/2016 23:15:00,8.87,6,23,10,40,4.3,63
1/3/2016 23:30:00,8.611,6,23,10,40,4.3,63
1/3/2016 23:45:00,8.803,6,23,10,40,4.3,63
1/4/2016 0:00:00,8.678,0,0,10,39,3.8,82
1/4/2016 0:15:00,9.005,0,0,10,39,3.8,82
1/4/2016 0:30:00,8.832,0,0,10,39,3.8,82
1/4/2016 0:45:00,8.659,0,0,10,39,3.8,82
1/4/2016 1:00:00,8.813,0,1,10,38,3.5,79
1/4/2016 1:15:00,8.88,0,1,10,38,3.5,79
1/4/2016 1:30:00,8.698,0,1,10,38,3.5,79
1/4/2016 1:45:00,8.755,0,1,10,38,3.5,79
1/4/2016 2:00:00,8.803,0,2,10,38,3.4,71
1/4/2016 2:15:00,8.765,0,2,10,38,3.4,71
1/4/2016 2:30:00,8.947,0,2,10,38,3.4,71
1/4/2016 2:45:00,8.947,0,2,10,38,3.4,71
1/4/2016 3:00:00,8.774,0,3,10,37,2.8,76
1/4/2016 3:15:00,8.717,0,3,10,37,2.8,76
1/4/2016 3:30:00,8.726,0,3,10,37,2.8,76
1/4/2016 3:45:00,8.774,0,3,10,37,2.8,76
1/4/2016 4:00:00,8.851,0,4,10,36,2.3,76
1/4/2016 4:15:00,10.253,0,4,10,36,2.3,76
1/4/2016 4:30:00,8.717,0,4,10,36,2.3,76
1/4/2016 4:45:00,8.803,0,4,10,36,2.3,76
1/4/2016 5:00:00,8.842,0,5,10,37,2.6,73
1/4/2016 5:15:00,8.947,0,5,10,37,2.6,73
1/4/2016 5:30:00,8.659,0,5,10,37,2.6,73
1/4/2016 5:45:00,9.907,0,5,10,37,2.6,73
1/4/2016 6:00:00,9.187,0,6,10,35,1.7,76
1/4/2016 6:15:00,9.091,0,6,10,35,1.7,76
1/4/2016 6:30:00,8.803,0,6,10,35,1.7,76
1/4/2016 6:45:00,8.746,0,6,10,35,1.7,76
1/4/2016 7:00:00,11.75,0,7,10,37,2.6,73
1/4/2016 7:15:00,14.966,0,7,10,37,2.6,73
1/4/2016 7:30:00,13.565,0,7,10,37,2.6,73
1/4/2016 7:45:00,13.498,0,7,10,37,2.6,73
1/4/2016 8:00:00,15.168,0,8,10,40,4.2,68
1/4/2016 8:15:00,16.042,0,8,10,40,4.2,68
1/4/2016 8:30:00,14.266,0,8,10,40,4.2,68
1/4/2016 8:45:00,14.746,0,8,10,40,4.2,68
1/4/2016 9:00:00,48.96,0,9,10,42,5.7,61
1/4/2016 9:15:00,54.806,0,9,10,42,5.7,61
1/4/2016 9:30:00,49.45,0,9,10,42,5.7,61
1/4/2016 9:45:00,45.965,0,9,10,42,5.7,61
1/4/2016 10:00:00,44.938,0,10,10,45,7.1,51
1/4/2016 10:15:00,40.31,0,10,10,45,7.1,51
1/4/2016 10:30:00,40.234,0,10,10,45,7.1,51
1/4/2016 10:45:00,38.976,0,10,10,45,7.1,51
1/4/2016 11:00:00,37.344,0,11,10,46,8,42
1/4/2016 11:15:00,37.258,0,11,10,46,8,42
1/4/2016 11:30:00,37.018,0,11,10,46,8,42
1/4/2016 11:45:00,37.133,0,11,10,46,8,42
1/4/2016 12:00:00,37.757,0,12,10,47,8.1,39
1/4/2016 12:15:00,35.357,0,12,10,47,8.1,39
1/4/2016 12:30:00,32.794,0,12,10,47,8.1,39
1/4/2016 12:45:00,31.421,0,12,10,47,8.1,39
1/4/2016 13:00:00,28.992,0,13,10,48,8.8,38
1/4/2016 13:15:00,29.03,0,13,10,48,8.8,38
1/4/2016 13:30:00,28.704,0,13,10,48,8.8,38
1/4/2016 13:45:00,30.298,0,13,10,48,8.8,38
1/4/2016 14:00:00,30.442,0,14,10,48,8.9,35
1/4/2016 14:15:00,30.202,0,14,10,48,8.9,35
1/4/2016 14:30:00,29.501,0,14,10,48,8.9,35
1/4/2016 14:45:00,26.88,0,14,10,48,8.9,35
1/4/2016 15:00:00,27.466,0,15,10,48,8.7,34
1/4/2016 15:15:00,23.424,0,15,10,48,8.7,34
1/4/2016 15:30:00,23.117,0,15,10,48,8.7,34
1/4/2016 15:45:00,24.47,0,15,10,48,8.7,34
1/4/2016 16:00:00,24.931,0,16,10,47,8.5,39
1/4/2016 16:15:00,21.917,0,16,10,47,8.5,39
1/4/2016 16:30:00,19.958,0,16,10,47,8.5,39
1/4/2016 16:45:00,18.835,0,16,10,47,8.5,39
1/4/2016 17:00:00,19.075,0,17,10,45,7.2,47
1/4/2016 17:15:00,17.712,0,17,10,45,7.2,47
1/4/2016 17:30:00,17.472,0,17,10,45,7.2,47
1/4/2016 17:45:00,16.349,0,17,10,45,7.2,47
1/4/2016 18:00:00,17.136,0,18,10,44,6.9,49
1/4/2016 18:15:00,21.84,0,18,10,44,6.9,49
1/4/2016 18:30:00,22.483,0,18,10,44,6.9,49
1/4/2016 18:45:00,28.042,0,18,10,44,6.9,49
1/4/2016 19:00:00,28.56,0,19,10,44,6.5,54
1/4/2016 19:15:00,28.915,0,19,10,44,6.5,54
1/4/2016 19:30:00,29.117,0,19,10,44,6.5,54
1/4/2016 19:45:00,28.915,0,19,10,44,6.5,54
1/4/2016 20:00:00,28.733,0,20,10,42,5.7,61
1/4/2016 20:15:00,28.694,0,20,10,42,5.7,61
1/4/2016 20:30:00,28.483,0,20,10,42,5.7,61
1/4/2016 20:45:00,29.242,0,20,10,42,5.7,61
1/4/2016 21:00:00,30.096,0,21,10,42,5.6,66
1/4/2016 21:15:00,30.24,0,21,10,42,5.6,66
1/4/2016 21:30:00,31.392,0,21,10,42,5.6,66
1/4/2016 21:45:00,31.507,0,21,10,42,5.6,66
1/4/2016 22:00:00,31.546,0,22,10,41,4.7,74
1/4/2016 22:15:00,31.478,0,22,10,41,4.7,74
1/4/2016 22:30:00,34.445,0,22,10,41,4.7,74
1/4/2016 22:45:00,33.168,0,22,10,41,4.7,74
1/4/2016 23:00:00,31.19,0,23,10,38,3.5,79
1/4/2016 23:15:00,33.869,0,23,10,38,3.5,79
1/4/2016 23:30:00,32.179,0,23,10,38,3.5,79
1/4/2016 23:45:00,28.954,0,23,10,38,3.5,79
1/5/2016 0:00:00,10.944,1,0,10,38,3.2,82
1/5/2016 0:15:00,10.579,1,0,10,38,3.2,82
1/5/2016 0:30:00,10.714,1,0,10,38,3.2,82
1/5/2016 0:45:00,10.301,1,0,10,38,3.2,82
1/5/2016 1:00:00,10.474,1,1,10,37,2.7,82
1/5/2016 1:15:00,10.07,1,1,10,37,2.7,82
1/5/2016 1:30:00,9.725,1,1,10,37,2.7,82
1/5/2016 1:45:00,10.435,1,1,10,37,2.7,82
1/5/2016 2:00:00,10.099,1,2,10,37,3,79
1/5/2016 2:15:00,9.725,1,2,10,37,3,79
1/5/2016 2:30:00,10.224,1,2,10,37,3,79
1/5/2016 2:45:00,10.474,1,2,10,37,3,79
1/5/2016 3:00:00,10.022,1,3,10,37,2.5,79
1/5/2016 3:15:00,13.094,1,3,10,37,2.5,79
1/5/2016 3:30:00,16.944,1,3,10,37,2.5,79
1/5/2016 3:45:00,20.342,1,3,10,37,2.5,79
1/5/2016 4:00:00,19.814,1,4,10,34,1,89
1/5/2016 4:15:00,23.098,1,4,10,34,1,89
1/5/2016 4:30:00,28.378,1,4,10,34,1,89
1/5/2016 4:45:00,33.456,1,4,10,34,1,89
1/5/2016 5:00:00,37.834,1,5,10,33,0.4,89
1/5/2016 5:15:00,38.304,1,5,10,33,0.4,89
1/5/2016 5:30:00,36.547,1,5,10,33,0.4,89
1/5/2016 5:45:00,33.504,1,5,10,33,0.4,89
1/5/2016 6:00:00,34.291,1,6,10,34,1.3,85
1/5/2016 6:15:00,35.933,1,6,10,34,1.3,85
1/5/2016 6:30:00,34.531,1,6,10,34,1.3,85
1/5/2016 6:45:00,34.81,1,6,10,34,1.3,85
1/5/2016 7:00:00,39.984,1,7,10,34,1.3,85
1/5/2016 7:15:00,40.118,1,7,10,34,1.3,85
1/5/2016 7:30:00,38.976,1,7,10,34,1.3,85
1/5/2016 7:45:00,39.034,1,7,10,34,1,89
1/5/2016 8:00:00,41.203,1,8,10,35,1.8,86
1/5/2016 8:15:00,44.419,1,8,10,35,1.8,86
1/5/2016 8:30:00,41.904,1,8,10,35,1.8,86
1/5/2016 8:45:00,39.658,1,8,10,35,1.8,86
1/5/2016 9:00:00,39.254,1,9,10,37,2.8,76
1/5/2016 9:15:00,38.256,1,9,10,37,2.8,76
1/5/2016 9:30:00,36.653,1,9,10,37,2.8,76
1/5/2016 9:45:00,38.083,1,9,10,37,2.8,76
1/5/2016 10:00:00,39.331,1,10,10,40,4.5,71
1/5/2016 10:15:00,37.258,1,10,10,40,4.5,71
1/5/2016 10:30:00,37.344,1,10,10,40,4.5,71
1/5/2016 10:45:00,37.526,1,10,10,40,4.5,71
1/5/2016 11:00:00,37.834,1,11,10,43,6.1,66
1/5/2016 11:15:00,36.182,1,11,10,43,6.1,66
1/5/2016 11:30:00,34.109,1,11,10,43,6.1,66
1/5/2016 11:45:00,34.253,1,11,10,43,6.1,66
1/5/2016 12:00:00,34.493,1,12,10,45,7.2,61
1/5/2016 12:15:00,32.381,1,12,10,45,7.2,61
1/5/2016 12:30:00,30.586,1,12,10,45,7.2,61
1/5/2016 12:45:00,30.922,1,12,10,45,7.2,61
1/5/2016 13:00:00,28.925,1,13,10,47,8.2,57
1/5/2016 13:15:00,28.646,1,13,10,47,8.2,57
1/5/2016 13:30:00,25.93,1,13,10,47,8.2,57
1/5/2016 13:45:00,24.643,1,13,10,47,8.2,57
1/5/2016 14:00:00,25.277,1,14,10,46,7.5,55
1/5/2016 14:15:00,25.459,1,14,10,46,7.5,55
1/5/2016 14:30:00,25.402,1,14,10,46,7.5,55
1/5/2016 14:45:00,25.238,1,14,10,46,7.5,55
1/5/2016 15:00:00,26.256,1,15,10,47,8.5,55
1/5/2016 15:15:00,25.987,1,15,10,47,8.5,55
1/5/2016 15:30:00,23.587,1,15,10,47,8.5,55
1/5/2016 15:45:00,24.163,1,15,10,47,8.5,55
1/5/2016 16:00:00,21.264,1,16,10,46,8,59
